PROJECT,DEPLOYMENT_ID,FRAME_NUMBER,TARGET_NUMBER,SPECIES_GROUP,LX,LY,RX,RY,LENGTH,RANGE,ERROR,LHX,LHY,LTX,LTY,RHX,RHY,RTX,RTY,HX,HY,HZ,TX,TY,TZ,TARGET_LINK,COMMENT,ANNOTATOR,TIME_STAMP
DY2308_minicam_pilot,D20230717-T110310,2451,5,Adult_pollock,665.1184668989547,843.0662020905922,610.1184668989547,883.0662020905922,,244.81,1.2659136567585725,,,,,,,,,-38.61982938674913,241.4569849414414,-11.83112882489198,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2452,1,herring,1651.6306620209057,371.0975609756097,1621.6306620209057,412.0975609756097,26.26,322.8,0.28990312036433863,1669.4283669738072,359.96055455511424,1479.2725263166003,366.9562543786235,1643.385284449016,400.7900026159594,1452.4980751738967,407.3723201771704,95.36728397538454,288.5618100897518,53.963476898897895,69.39198197045667,292.43493016178763,53.6387023375979,,,,
DY2308_minicam_pilot,D20230717-T110310,2452,2,Adult_pollock,1469.2020905923343,260.7073170731707,1402.2020905923343,299.7073170731707,,223.79,1.4029915940046096,,,,,,,,,49.39372162364608,212.45372223044552,50.04914972361657,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2452,3,Adult_pollock,1579.2682926829268,1332.7944250871078,1517.2682926829268,1380.7944250871078,,243.56,1.1839354465820082,,,,,,,,,64.6220069785951,225.6112604232117,-65.14563597761735,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2452,4,Adult_pollock,1225.0975609756097,962.1602787456444,1180.0975609756097,1006.1602787456444,,263.45,0.5229301536688017,,,,,,,,,29.382213883114776,260.3187165259538,-27.902170978793855,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,1,Adult_pollock,1396.7108013937282,863.149825783972,1356.7108013937282,907.149825783972,21.42,281.99,0.9874554606521204,1421.8137744065125,872.6651637547556,1260.33200772946,892.0208549660462,1383.655411732825,915.2476844195947,1221.067605557985,934.6033756308852,56.58307358113625,270.83128163679413,-17.108944789846145,35.36523791976583,271.9899646032918,-19.773668296269427,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,2,Adult_pollock,1799.0487804878048,1307.7108013937282,1742.0487804878048,1356.7108013937282,,256.26,0.9876831775849152,,,,,,,,,90.9162509308283,230.93757657352344,-63.82649179941345,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,3,Adult_pollock,1286.1811846689895,1444.5087108013936,1204.1811846689895,1490.5087108013936,,214.35,1.4536408296955698,,,,,,,,,28.75119524804604,200.90258139365545,-68.9652242585746,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,4,other_fish,547.6724738675957,1376.5818815331008,481.6724738675958,1415.5818815331008,,240.04,2.0262019460864047,,,,,,,,,-48.904398922342295,224.4692142469483,-69.57619966279685,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,5,other_fish,1488.2299651567944,145.6411149825784,1410.2299651567944,184.6411149825784,,210.76,0.4743195960067456,,,,,,,,,47.67430373861007,197.0762866724513,57.50625810087856,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2453,6,other_fish,1905.170731707317,332.6341463414634,1873.170731707317,374.6341463414634,,299.25,0.08736429064139642,,,,,,,,,119.7921468325936,268.89300509842053,53.82098878937192,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2454,1,herring,1180.170731707317,1405.369337979094,1105.170731707317,1450.369337979094,27.53,234.62,1.4419574417226126,1219.557170368818,1422.2559828232213,1009.2886927190216,1375.996917740266,1146.7859928865407,1464.199973060494,946.390991578561,1419.5864873678415,23.635837655398472,213.85294114181116,-70.88504615846406,1.790173533274978,230.6048644512331,-71.38290378428908,,,,
DY2308_minicam_pilot,D20230717-T110310,2454,2,other_fish,1674.7700348432054,906.6411149825784,1661.7700348432054,952.6411149825784,,354.41,0.5982279252330578,,,,,,,,,111.63984132750444,335.2898594914802,-26.94432630984044,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2454,3,other_fish,524.9407665505225,1221.3763066202089,462.9407665505226,1260.3763066202089,,242.21,1.8299589549972997,,,,,,,,,-52.68120312675505,230.1963075570714,-53.85413748135717,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2454,4,other_fish,1967.3101045296169,1190.6445993031357,1913.3101045296169,1241.6445993031357,,262.95,1.7589633445393875,,,,,,,,,110.75442991341006,232.94495312425724,-51.119762447575326,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2455,1,other_fish,1951.3101045296169,1123.0696864111496,1913.3101045296169,1172.0696864111496,,294.3,0.3132886150634484,,,,,,,,,122.98542965846704,262.8594596259394,-48.930364181018,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2455,2,other_fish,357.49477351916374,522.951219512195,334.49477351916374,561.951219512195,,330.42,0.9464143529419884,,,,,,,,,-97.52679693748878,313.8984920229483,33.676590518837756,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2456,1,Adult_pollock,1485.0452961672472,1150.1533101045295,1453.0452961672472,1196.1533101045295,,300.9,1.6747059175340735,,,,,,,,,68.97967781342666,287.2490432370197,-57.19673350875335,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2456,2,other_fish,293.80696864111485,626.708013937282,270.80696864111485,664.708013937282,,332.1,1.9407709934075157,,,,,,,,,-107.28213452216008,313.7919524829279,17.816390640167178,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2457,1,Adult_pollock,1250.98606271777,308.8745644599303,1147.98606271777,347.8745644599303,18.0,186.21,0.4875752110998984,1287.8447402369372,297.63522885475885,1136.4832349646454,306.53884681195245,1184.8171610179822,338.33748237335834,1045.5391372590243,345.3331821968676,24.825416402558677,172.76369127346285,37.47231558009629,12.992149587895284,186.1577288777874,39.63052204222407,,,,
DY2308_minicam_pilot,D20230717-T110310,2457,2,Adult_pollock,678.2020905923345,532.6550522648083,634.2020905923345,572.6550522648083,,265.97,0.7499145043027818,,,,,,,,,-40.17950504634361,261.5535461635597,26.74326617413136,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2457,3,Adult_pollock,1129.90243902439,579.8222996515678,1123.90243902439,620.8222996515678,,381.78,1.128164200974142,,,,,,,,,25.236768992120737,379.7593049683932,30.0890094538717,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2458,1,Adult_pollock,1171.6794425087107,284.7909407665505,1059.6794425087107,323.7909407665505,,169.95,1.546503361718442,,,,,,,,,14.375149067221509,165.26878195021257,36.93574033157944,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2458,2,other_fish,1206.5052264808362,712.6202090592334,1201.5052264808362,754.6202090592334,,386.72,1.1629885565711322,,,,,,,,,39.90252877279556,384.6150528811161,5.599251330411337,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2458,3,Adult_pollock,906.3902439024388,579.8222996515678,880.3902439024389,620.8222996515678,,309.83,0.3943295886021738,,,,,,,,,-13.068781752054008,308.58679701547777,24.401414813664108,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2459,1,herring,928.5574912891984,644.9059233449477,919.5574912891984,685.9059233449477,,371.95,0.7982131425844492,,,,,,,,,-11.716500246627763,371.34415312810825,17.619310715928787,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2459,2,other_fish,1871.3170731707316,481.4878048780488,1723.3170731707316,524.4878048780488,,148.48,0.011552014001931142,,,,,,,,,58.16341552753488,135.51696963081628,17.27025397347152,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2459,3,Adult_pollock,1163.9477351916375,179.42857142857142,1040.9477351916375,219.42857142857144,,162.15,0.34621963084295887,,,,,,,,,12.977798669465631,155.84956875249495,42.82296584272452,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2459,4,other_fish,953.5853658536583,377.4494773519163,936.5853658536583,417.4494773519163,,340.37,0.6443915582081275,,,,,,,,,-6.500516090645701,335.04810396813207,59.60229574790981,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2460,1,Adult_pollock,1906.4843205574912,335.3101045296167,1771.4843205574912,377.3101045296167,19.64,177.47,0.7350985498819762,1971.1983253088856,285.25452728350524,1714.0855002685964,432.3588799184967,1834.3273189441547,324.9087440807638,1591.2853450254731,474.57143328332035,67.84474641552781,142.13376148428543,31.797726832778316,53.86579194484335,152.88821720288587,23.148882504071132,,,,
DY2308_minicam_pilot,D20230717-T110310,2460,2,Adult_pollock,1278.662020905923,422.9407665505226,1150.662020905923,462.9407665505226,19.58,160.49,1.1794568206895226,1341.5549411012296,496.191553557989,1187.7645765481686,308.5479641033109,1212.9126864750842,534.8809534455515,1066.8602018995357,347.2373639908734,25.773767345091393,151.81302017498487,18.31717175455604,14.971724750188084,157.89993955584293,33.470684289473766,,,,
DY2308_minicam_pilot,D20230717-T110310,2460,3,other_fish,1125.198606271777,225.91986062717768,1113.198606271777,264.9198606271777,,359.71,0.9437168418024712,,,,,,,,,22.392805672703776,348.1143344705225,87.79349399194209,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2460,4,other_fish,422.93031358885014,945.752613240418,363.93031358885014,984.752613240418,,242.9,1.088365198932958,,,,,,,,,-64.88709768188342,232.92909943482672,-23.13354026235199,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2460,5,herring,1199.4773519163762,997.9477351916375,1193.4773519163762,1040.9477351916375,23.51,398.79,0.14041283479033867,1227.4273326702662,1039.1794101467435,1153.6544981678046,943.783503462526,1222.9755236916692,1084.3334726439398,1148.5667164779795,988.301593248494,44.77314924682024,392.54408150855227,-56.88710427124845,30.448581300807668,390.1839308203283,-38.39494436030596,,,,
DY2308_minicam_pilot,D20230717-T110310,2461,1,Adult_pollock,1534.526132404181,990.2439024390244,1399.526132404181,1030.2439024390244,20.51,164.5,0.8832733807588928,1529.4403393052046,996.6389411036098,1370.3785440174634,779.7364929839625,1399.2988704334164,1040.0194307275392,1250.247957366582,824.2293028546594,39.4732210794303,150.81855897576122,-18.65541223752465,29.239383693069534,159.14267847688916,-2.9529838412976237,,,,
DY2308_minicam_pilot,D20230717-T110310,2461,2,Adult_pollock,731.7770034843205,422.9407665505226,703.7770034843205,462.9407665505226,,307.1,0.5125903278837054,,,,,,,,,-38.3992207676357,301.06518653484875,46.889198472229154,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2461,3,Adult_pollock,1322.2195121951218,350.68989547038325,1311.2195121951218,390.6898954703833,,359.01,0.892378011700437,,,,,,,,,55.88722560291925,348.31785328422876,66.60782123347332,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2461,4,Adult_pollock,1760.3623693379789,310.8745644599303,1640.3623693379789,347.8745644599303,,167.88,5.084936982343825,,,,,,,,,57.82964667279136,154.17814510154366,32.674190162243654,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2462,1,Adult_pollock,1667.0278745644598,444.6724738675958,1544.0278745644598,481.6724738675958,20.29,169.97,1.33864739823197,1873.5341895552135,290.17049915671873,1655.9063151876749,464.2727986507499,1730.3834099712326,327.8926640470921,1532.1002355474748,507.7983735242577,59.41934145562366,138.12555848381575,30.64520319270988,49.449594001982405,152.72977138101112,20.689640530966265,,,,
DY2308_minicam_pilot,D20230717-T110310,2462,2,Adult_pollock,1404.1742160278743,605.581881533101,1394.1742160278743,647.581881533101,,361.3,1.02749551663639,,,,,,,,,70.8063370282446,353.50823290607184,23.604637778296148,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2462,3,Adult_pollock,875.9547038327526,738.7038327526132,850.9547038327526,778.7038327526132,,314.13,2.176054443440112,,,,,,,,,-17.92096221911212,313.6182153937349,0.6444038893828543,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2463,1,Adult_pollock,1746.8257839721252,805.9547038327526,1677.8257839721252,850.9547038327526,,222.07,0.8967953479636546,,,,,,,,,76.71434511938557,208.29999536502928,-6.474552630621162,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2463,2,Adult_pollock,1531.6202090592333,1043.114982578397,1522.6202090592333,1089.114982578397,,375.31,1.118130436809205,,,,,,,,,94.45893662188404,359.3671465807853,-52.7886939311465,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2463,3,Adult_pollock,967.965156794425,1185.2648083623692,949.965156794425,1228.2648083623692,,350.36,1.1944471559328622,,,,,,,,,-4.2460191590307765,342.43993853722054,-73.97075084593628,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2463,4,Adult_pollock,1736.1672473867595,582.8501742160278,1584.1672473867595,628.8501742160278,,143.02,3.2152543398318123,,,,,,,,,48.68090658826784,134.0790215922518,10.352594093742317,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2463,5,Adult_pollock,1736.4181184668987,156.34494773519162,1656.4181184668987,195.3449477351916,,211.58,1.3664240710691455,,,,,,,,,69.74498259138045,192.0172220775412,55.05338425028346,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,1,herring,1151.198606271777,629.3135888501741,1113.198606271777,666.3135888501741,24.15,280.73,1.3538818156095092,1164.3388397164367,639.2161720553805,1042.9316491429893,515.6148756281959,1129.2331460566447,680.1728146584712,1005.63184962946,552.914675141725,23.407879897589986,281.29494156500203,14.179095298550584,6.661122161252325,275.80952777078693,30.69141151985038,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,2,Adult_pollock,1874.965156794425,532.3310104529617,1717.965156794425,575.3310104529617,20.24,158.7,1.5778758267033128,1932.5355243837464,510.70007851582494,1615.2824453057342,591.9478182797062,1778.7451598306857,549.3894784033874,1470.1971957273747,633.5389231588358,60.568539144822026,131.93380186461633,15.080005859692571,42.23163954832525,139.02175428065456,10.2465828988768,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,3,Adult_pollock,1750.4738675958188,893.2613240418118,1672.4738675958188,939.2613240418118,,210.65,0.6762548923905538,,,,,,,,,72.93812711061251,197.08020158126152,-14.5506126367596,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,4,other_fish,1732.3170731707316,1287.979094076655,1723.3170731707316,1337.979094076655,,390.74,0.29077102392277066,,,,,,,,,128.75539574974118,356.4226454928994,-95.19853224948596,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,5,other_fish,156.71428571428572,457.05226480836234,109.71428571428572,495.05226480836234,,271.4,1.71192148303014,,,,,,,,,-101.9110381176941,249.1176700190468,34.813915476541624,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2464,6,other_fish,1152.6062717770037,1397.341463414634,1134.6062717770037,1442.341463414634,,360.33,1.6433144118303733,,,,,,,,,26.621536919654773,342.24920843083726,-109.52369569329258,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2465,1,herring,1418.4703832752612,911.3170731707316,1383.4703832752612,955.3170731707316,28.04,294.96,0.23110626237772688,1434.9452283440005,925.9126702770156,1300.373402648131,784.7585270199351,1399.1081660662962,970.526155969668,1268.924552077901,828.6406440946752,59.57088862093415,276.58581143236097,-24.76878037173012,43.31591258775891,289.6785556059846,-6.042234385858394,,,,
DY2308_minicam_pilot,D20230717-T110310,2465,2,Adult_pollock,1738.4181184668987,401.20905923344947,1656.4181184668987,444.20905923344947,,204.94,1.3973155085119384,,,,,,,,,69.29665763432436,190.2503908098792,31.665884935418735,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2465,3,Adult_pollock,1805.5574912891984,1374.6097560975609,1696.5574912891984,1423.6097560975609,,187.99,0.7946142022182285,,,,,,,,,66.62365121417221,167.95365581527463,-51.89464000859077,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2465,4,other_fish,1280.7003484320555,1386.313588850174,1257.7003484320555,1434.313588850174,,340.27,0.8284580914892922,,,,,,,,,45.16401348804111,321.66120652911235,-101.38130425005896,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2465,5,other_fish,539.9407665505225,1440.8048780487804,462.9407665505226,1479.8048780487804,,224.74,1.7725161465473824,,,,,,,,,-46.14308667736916,208.15147950377255,-71.0776366556353,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2466,1,other_fish,1740.5853658536585,1151.8292682926829,1704.5853658536585,1198.8292682926829,,293.55,2.190210905275815,,,,,,,,,98.9916279699545,270.98689362440086,-54.20532780882727,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2466,2,Adult_pollock,1940.114982578397,910.993031358885,1857.114982578397,957.993031358885,21.63,223.52,1.2116202384511934,1954.2169470617584,897.3892941784346,1763.3297377866388,969.7947873517558,1870.840924619752,947.1223601964732,1672.6400291655093,1019.5278533697945,88.66327499684402,188.8044341359276,-14.452236053929886,68.79363189885653,182.74105014786443,-20.46818542283548,,,,
DY2308_minicam_pilot,D20230717-T110310,2466,3,Adult_pollock,1368.682926829268,1225.0801393728225,1348.682926829268,1271.0801393728225,,341.59,1.372752516937774,,,,,,,,,59.98377024726599,327.30759679095644,-77.1614583014745,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2466,4,other_fish,1648.390243902439,32.11149825783972,1565.4355400696863,69.57491289198606,,209.32,2.200364298134671,,,,,,,,,60.59165657617518,189.24734409906668,65.78029653077962,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2467,1,Adult_pollock,1851.752613240418,336.3101045296167,1752.752613240418,377.3101045296167,19.71,211.38,0.3298993082462275,1910.334829987018,322.53356049933956,1671.908660547597,346.66872489044664,1813.0628038046775,363.4902031024303,1583.4130577802046,387.62536749353734,77.46867629094082,172.91841073367672,35.50475210206833,60.89662749386607,183.58424819041792,35.51204212965164,,,,
DY2308_minicam_pilot,D20230717-T110310,2467,2,Adult_pollock,347.8745644599303,396.0418118466899,285.8745644599303,434.0418118466899,,238.06,2.2199923317797787,,,,,,,,,-70.71456983163435,224.11698956545297,38.01930048628133,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2467,3,other_fish,2017.6724738675955,1121.2264808362368,1948.0975609756097,1169.3937282229963,,236.25,1.184978065189051,,,,,,,,,104.20451235875616,208.4889341180636,-38.54964698055121,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2468,1,Adult_pollock,1559.6933797909408,840.7421602787456,1447.6933797909408,885.7421602787456,22.66,184.84,1.0034069424569283,1536.2888624275736,845.5671960589489,1717.6793400648105,830.6356628388105,1422.3667941554063,887.043677226,1619.79484451057,875.9832822481197,43.160043713233904,162.8710171784994,-8.093334083481631,62.07298998240883,175.3503489862578,-7.578749518936725,,,,
DY2308_minicam_pilot,D20230717-T110310,2468,2,other_fish,438.8571428571428,1123.90243902439,363.8571428571428,1161.90243902439,,219.76,2.217888463100493,,,,,,,,,-56.5569097379752,208.7642856561851,-38.87761176425269,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2468,3,Adult_pollock,1241.6445993031357,80.2787456445993,1185.4494773519164,112.390243902439,,244.0,8.353513039072872,,,,,,,,,27.994526721445016,230.5066184974397,74.9681378472496,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2469,1,other_fish,1875.8466898954705,82.9547038327526,1712.6132404181185,120.41811846689896,,144.58,4.48177020218568,,,,,,,,,54.83169935391461,127.3183141166212,41.07443214031328,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2469,2,Adult_pollock,1038.2717770034842,931.233449477352,927.2717770034842,974.233449477352,,169.91,0.08701192500569627,,,,,,,,,3.6948626877498896,169.15593199981222,-15.589502080879942,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2470,1,Adult_pollock,596.7282229965156,538.6829268292682,497.7282229965156,580.6829268292682,22.43,182.2,1.276437507679177,584.4589216186397,490.9709330681064,735.1844541797035,676.0389920354885,485.8831513782815,528.4933230305653,628.9770114046079,714.8333274204036,-35.66015248177956,178.7605072717824,22.030403932286173,-21.687632542364017,172.48326889939028,5.638662767018083,,,,
DY2308_minicam_pilot,D20230717-T110310,2471,1,other_fish,1952.4390243902435,577.8222996515678,1854.4390243902435,620.8222996515678,,190.86,1.6239246065837918,,,,,,,,,80.78712924346317,172.3574842120558,13.895317244036812,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2472,1,Adult_pollock,426.25435540069685,339.3101045296167,361.25435540069685,377.3101045296167,21.75,245.91,1.2282789196564945,434.83521177977855,348.2045989880625,274.1900948553342,214.47384720279211,370.9135945742405,390.2582945180217,209.42740373919705,251.48109926915623,-60.36311139563086,221.20085058932077,42.47433085566261,-76.74600640288308,218.22896785693243,56.46647669195754,,,,
DY2308_minicam_pilot,D20230717-T110310,2472,2,other_fish,1803.881533101045,206.1881533101045,1693.881533101045,246.1881533101045,,179.45,0.9007781712130368,,,,,,,,,64.20667316619262,162.0879897521474,42.499008600140726,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2473,1,Adult_pollock,590.5156794425087,790.547038327526,532.5156794425087,829.547038327526,,239.7,2.0117261050311477,,,,,,,,,-46.17992191962664,235.1428985532306,-5.469304637074817,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2473,2,other_fish,1854.4390243902435,99.01045296167248,1833.0313588850172,136.4738675958188,,333.78,3.60926345051037,,,,,,,,,124.23170032569648,295.50661009005336,93.0106059989368,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2473,3,Adult_pollock,2009.6445993031357,361.25435540069685,1851.7630662020904,406.7456445993031,,147.21,2.994287555753558,,,,,,,,,64.52294121748041,130.10554187415568,24.11363383619486,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2474,1,herring,869.6864111498257,845.6027874564459,590.6864111498257,875.6027874564459,29.22,95.6,2.1167243385381993,873.5093235553953,861.8365931738088,484.4183108358428,398.81828803754127,603.0910697153063,894.9093292549707,241.23642788612253,439.6728443730943,-5.283391969701812,90.62354790208194,-5.107601668602605,-24.129579054483177,97.07600756069756,16.27163600156266,,,,
DY2308_minicam_pilot,D20230717-T110310,2474,2,other_fish,698.4250871080138,1351.3588850174217,638.4250871080138,1396.3588850174217,,248.41,3.694956607526624,,,,,,,,,-33.98581754230389,235.7900809818068,-70.40935412502961,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2474,3,other_fish,1597.1393728222995,1201.6724738675955,1576.1393728222995,1249.6724738675955,,337.33,0.5708341213790727,,,,,,,,,93.3373592900155,316.2727653087154,-71.06174109827516,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2475,1,Adult_pollock,1629.313588850174,962.836236933798,1434.313588850174,1008.836236933798,17.66,129.85,0.8793632742011699,1606.5773303310325,992.383107115978,1784.54856981382,751.5415928159015,1412.163095896031,1035.9086819894858,1599.8066853507091,796.0344026865984,34.436653076271185,114.9622517385536,-13.986398894499713,45.53578701690187,117.73045847980136,-0.5301506470159023,,,,
DY2308_minicam_pilot,D20230717-T110310,2475,2,other_fish,1312.8397212543553,1323.766550522648,1297.8397212543553,1372.766550522648,,366.06,2.059095554074295,,,,,,,,,54.34392696550445,348.16242766056297,-99.14462059872054,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2476,1,Adult_pollock,1160.4006968641115,1067.5226480836236,979.4006968641114,1110.5226480836236,,124.8,1.146183526231933,,,,,,,,,9.998817522278902,122.86380802090534,-19.47024875802804,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2476,2,herring,1073.864111498258,1403.6933797909408,1016.8641114982578,1447.6933797909408,,253.27,1.7041762829687177,,,,,,,,,9.467794985418518,240.83812890002065,-77.81153831171461,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2476,3,other_fish,1477.4250871080137,1270.5714285714284,1466.4250871080137,1316.5714285714284,,379.1,2.6892415931957028,,,,,,,,,84.63802460440552,357.8235764293167,-92.28356357925892,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2476,4,Adult_pollock,1073.0592334494772,42.81533101045296,1040.9477351916375,88.30662020905923,,298.62,8.112426652543746,,,,,,,,,11.01872742921958,282.5153054210965,96.12495122654371,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,1,Adult_pollock,722.5087108013937,979.4006968641114,551.5087108013937,1018.4006968641114,19.17,131.69,0.4303660622128027,674.5412763005462,1015.176210093216,918.4527103743098,852.8489453475734,499.59790289591575,1056.388831712576,757.8075934498655,895.7437147881318,-19.48067948129801,125.31152085177764,-16.717016066553573,-4.861236966957337,133.29245012692692,-7.22538970019569,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,2,other_fish,1131.114982578397,1098.6341463414633,1089.114982578397,1142.6341463414633,,273.95,0.724376380232911,,,,,,,,,18.07647923904663,269.31564995403045,-46.79275217951973,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,3,other_fish,1666.602787456446,1315.738675958188,1613.602787456446,1364.738675958188,,260.98,0.47284204591996953,,,,,,,,,78.84056435629138,239.53825848970672,-67.20177211431724,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,4,Adult_pollock,703.2578397212543,1428.101045296167,650.2578397212543,1469.101045296167,,265.15,1.4163069309317493,,,,,,,,,-35.33189183895623,249.15977096523304,-83.52704270006984,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,5,other_fish,1299.6445993031357,1439.156794425087,1241.6445993031357,1485.156794425087,,253.0,1.770749157303133,,,,,,,,,35.49413076718515,237.11790031299336,-80.76151091253743,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,6,other_fish,1428.5818815331008,1173.2369337979094,1415.5818815331008,1220.2369337979094,,365.22,0.27910825171843384,,,,,,,,,74.36097715020047,349.8949218952962,-73.70024216825641,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2477,7,Adult_pollock,1229.857142857143,243.65156794425087,1206.857142857143,283.65156794425087,,319.48,0.1012352286290956,,,,,,,,,35.60430890570073,308.4842172295163,75.0759742948153,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,1,Adult_pollock,1183.95818815331,1083.5783972125437,1139.95818815331,1126.5783972125437,,268.7,2.273249205174887,,,,,,,,,24.51736503041682,263.9607466811455,-43.84600361872733,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,2,Adult_pollock,814.3519163763066,1307.682926829268,773.3519163763066,1348.682926829268,,286.19,2.475299996089046,,,,,,,,,-24.028919170630463,274.91204241756014,-75.83253853577568,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,3,Adult_pollock,497.560975609756,983.2160278745644,449.560975609756,1022.2160278745644,,264.06,1.6444701330065314,,,,,,,,,-61.7109892242706,254.99525529606424,-29.950285948817317,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,4,Adult_pollock,1223.4494773519164,946.1045296167248,1185.4494773519164,990.1045296167248,,279.25,0.4245940531128362,,,,,,,,,30.94741846645885,276.17410990593015,-27.443409866458655,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,5,other_fish,1486.4250871080137,1325.766550522648,1466.4250871080137,1372.766550522648,,347.23,1.893315544234414,,,,,,,,,78.39512302140027,325.30343371081335,-92.7500234195292,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,6,other_fish,1691.8536585365853,1046.7909407665504,1685.8536585365853,1091.7909407665504,,388.79,3.4357979692887657,,,,,,,,,124.39827282171488,364.35956736103145,-54.05858054879684,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,7,other_fish,1266.0243902439024,853.4459930313589,1255.0243902439024,896.4459930313589,,362.51,1.3131373755885956,,,,,,,,,47.64840322567006,358.837548651764,-19.38820787201879,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2478,8,Adult_pollock,297.03135888501737,438.8571428571428,133.7979094076655,473.64459930313586,,137.83,6.128218257260144,,,,,,,,,-43.97923342648144,129.18432373853187,19.31380337480105,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,2479,1,Adult_pollock,334.49477351916374,219.42857142857144,224.49477351916377,257.42857142857144,,179.29,2.3560803020702106,,,,,,,,,-53.41911519771213,165.7997014088417,42.464827097222255,,,,,,,
